marker,LG,position,TIG,position,bp,Mbp,,,,LG
TIG012_1174356,LG6,23.86363636,TIG012,1174356,1174356,1.174356,,,,
TIG012_1174362,LG6,23.86363636,TIG012,1174362,1174362,1.174362,,,,
TIG012_1174392,LG6,23.86363636,TIG012,1174392,1174392,1.174392,,,,
TIG012_1174401,LG6,23.86363636,TIG012,1174401,1174401,1.174401,,,,
TIG012_1174437,LG6,23.86363636,TIG012,1174437,1174437,1.174437,,,,
TIG012_1253476,LG6,25,TIG012,1253476,1253476,1.253476,,,,
TIG012_1429570,LG6,25,TIG012,1429570,1429570,1.42957,,,,
TIG012_1429590,LG6,25,TIG012,1429590,1429590,1.42959,,,,
TIG012_1429831,LG6,26.13636364,TIG012,1429831,1429831,1.429831,,,,
TIG012_1496881,LG6,26.13636364,TIG012,1496881,1496881,1.496881,,,,
TIG012_1499914,LG6,26.13636364,TIG012,1499914,1499914,1.499914,,,,
TIG012_1501776,LG6,26.13636364,TIG012,1501776,1501776,1.501776,,,,
TIG012_1524135,LG6,26.13636364,TIG012,1524135,1524135,1.524135,,,,
TIG012_1524898,LG6,26.13636364,TIG012,1524898,1524898,1.524898,,,,
TIG012_1525102,LG6,26.13636364,TIG012,1525102,1525102,1.525102,,,,
TIG012_1615239,LG6,26.13636364,TIG012,1615239,1615239,1.615239,,,,
TIG012_1623748,LG6,26.13636364,TIG012,1623748,1623748,1.623748,,,,
TIG012_1624026,LG6,26.13636364,TIG012,1624026,1624026,1.624026,,,,
TIG012_1624043,LG6,26.13636364,TIG012,1624043,1624043,1.624043,,,,
TIG012_1636398,LG6,26.13636364,TIG012,1636398,1636398,1.636398,,,,
TIG012_1747433,LG6,28.40909091,TIG012,1747433,1747433,1.747433,,,,
TIG012_1785421,LG6,29.54545455,TIG012,1785421,1785421,1.785421,,,,
TIG012_1803591,LG6,29.54545455,TIG012,1803591,1803591,1.803591,,,,
TIG012_1803647,LG6,29.54545455,TIG012,1803647,1803647,1.803647,,,,
TIG012_1803705,LG6,29.54545455,TIG012,1803705,1803705,1.803705,,,,
TIG012_1823178,LG6,29.54545455,TIG012,1823178,1823178,1.823178,,,,
TIG012_1823211,LG6,29.54545455,TIG012,1823211,1823211,1.823211,,,,
TIG012_1823372,LG6,29.54545455,TIG012,1823372,1823372,1.823372,,,,
TIG012_1832859,LG6,29.54545455,TIG012,1832859,1832859,1.832859,,,,
TIG012_1833165,LG6,29.54545455,TIG012,1833165,1833165,1.833165,,,,
TIG012_1833793,LG6,29.54545455,TIG012,1833793,1833793,1.833793,,,,
TIG012_1834801,LG6,29.54545455,TIG012,1834801,1834801,1.834801,,,,
TIG012_1834819,LG6,29.54545455,TIG012,1834819,1834819,1.834819,,,,
TIG012_1834916,LG6,29.54545455,TIG012,1834916,1834916,1.834916,,,,
TIG012_1834995,LG6,29.54545455,TIG012,1834995,1834995,1.834995,,,,
TIG012_1835021,LG6,29.54545455,TIG012,1835021,1835021,1.835021,,,,
TIG012_1835024,LG6,29.54545455,TIG012,1835024,1835024,1.835024,,,,
TIG012_1835034,LG6,29.54545455,TIG012,1835034,1835034,1.835034,,,,
TIG012_1860943,LG6,29.54545455,TIG012,1860943,1860943,1.860943,,,,
TIG012_1861031,LG6,29.54545455,TIG012,1861031,1861031,1.861031,,,,
TIG012_1861682,LG6,29.54545455,TIG012,1861682,1861682,1.861682,,,,
TIG012_1907276,LG6,29.54545455,TIG012,1907276,1907276,1.907276,,,,
TIG012_2074641,LG6,44.31818182,TIG012,2074641,2074641,2.074641,,,,
TIG012_2110103,LG6,44.31818182,TIG012,2110103,2110103,2.110103,,,,
TIG012_2177118,LG6,44.31818182,TIG012,2177118,2177118,2.177118,,,,
TIG012_2178261,LG6,44.31818182,TIG012,2178261,2178261,2.178261,,,,
TIG012_2198695,LG6,44.31818182,TIG012,2198695,2198695,2.198695,,,,
TIG012_2198718,LG6,44.31818182,TIG012,2198718,2198718,2.198718,,,,
TIG012_2427811,LG6,45.45454545,TIG012,2427811,2427811,2.427811,,,,
TIG012_2427835,LG6,45.45454545,TIG012,2427835,2427835,2.427835,,,,
TIG012_2436251,LG6,45.45454545,TIG012,2436251,2436251,2.436251,,,,
TIG012_2436265,LG6,45.45454545,TIG012,2436265,2436265,2.436265,,,,
TIG012_2437345,LG6,45.45454545,TIG012,2437345,2437345,2.437345,,,,
TIG012_2437382,LG6,45.45454545,TIG012,2437382,2437382,2.437382,,,,
TIG012_2437876,LG6,45.45454545,TIG012,2437876,2437876,2.437876,,,,
TIG012_2437886,LG6,45.45454545,TIG012,2437886,2437886,2.437886,,,,
TIG012_2437986,LG6,45.45454545,TIG012,2437986,2437986,2.437986,,,,
TIG012_2458678,LG6,45.45454545,TIG012,2458678,2458678,2.458678,,,,
TIG012_2462467,LG6,45.45454545,TIG012,2462467,2462467,2.462467,,,,
TIG012_2462530,LG6,45.45454545,TIG012,2462530,2462530,2.46253,,,,
TIG012_2464000,LG6,45.45454545,TIG012,2464000,2464000,2.464,,,,
TIG012_2486680,LG6,45.45454545,TIG012,2486680,2486680,2.48668,,,,
TIG012_2494474,LG6,45.45454545,TIG012,2494474,2494474,2.494474,,,,
TIG012_2494518,LG6,45.45454545,TIG012,2494518,2494518,2.494518,,,,
TIG012_2495159,LG6,45.45454545,TIG012,2495159,2495159,2.495159,,,,
TIG012_2495176,LG6,45.45454545,TIG012,2495176,2495176,2.495176,,,,
TIG012_2558579,LG6,45.45454545,TIG012,2558579,2558579,2.558579,,,,
TIG012_2588872,LG6,45.45454545,TIG012,2588872,2588872,2.588872,,,,
TIG012_2588955,LG6,45.45454545,TIG012,2588955,2588955,2.588955,,,,
TIG012_2603927,LG6,45.45454545,TIG012,2603927,2603927,2.603927,,,,
TIG012_2603936,LG6,45.45454545,TIG012,2603936,2603936,2.603936,,,,
TIG012_2604274,LG6,45.45454545,TIG012,2604274,2604274,2.604274,,,,
TIG012_2606729,LG6,45.45454545,TIG012,2606729,2606729,2.606729,,,,
TIG012_2684943,LG6,68.18181818,TIG012,2684943,2684943,2.684943,,,,
TIG012_2694142,LG6,68.18181818,TIG012,2694142,2694142,2.694142,,,,
TIG012_2694176,LG6,68.18181818,TIG012,2694176,2694176,2.694176,,,,
TIG012_2698601,LG6,68.18181818,TIG012,2698601,2698601,2.698601,,,,
TIG012_2698673,LG6,68.18181818,TIG012,2698673,2698673,2.698673,,,,
TIG012_2699859,LG6,68.18181818,TIG012,2699859,2699859,2.699859,,,,
TIG012_2699864,LG6,68.18181818,TIG012,2699864,2699864,2.699864,,,,
TIG012_2760576,LG6,69.31818182,TIG012,2760576,2760576,2.760576,,,,
TIG012_3011288,LG6,70.45454545,TIG012,3011288,3011288,3.011288,,,,
TIG012_3024071,LG6,70.45454545,TIG012,3024071,3024071,3.024071,,,,
TIG012_3035719,LG6,70.45454545,TIG012,3035719,3035719,3.035719,,,,
TIG012_3035734,LG6,70.45454545,TIG012,3035734,3035734,3.035734,,,,
TIG012_3141516,LG6,73.86363636,TIG012,3141516,3141516,3.141516,,,,
TIG012_3141759,LG6,73.86363636,TIG012,3141759,3141759,3.141759,,,,
TIG012_3193212,LG6,73.86363636,TIG012,3193212,3193212,3.193212,,,,
TIG012_3209026,LG6,73.86363636,TIG012,3209026,3209026,3.209026,,,,
TIG012_3277644,LG6,73.86363636,TIG012,3277644,3277644,3.277644,,,,
TIG012_3348397,LG6,73.86363636,TIG012,3348397,3348397,3.348397,,,,
TIG012_3389088,LG6,76.13636364,TIG012,3389088,3389088,3.389088,,,,
TIG012_3440791,LG6,78.40909091,TIG012,3440791,3440791,3.440791,,,,
TIG012_3535334,LG6,86.36363636,TIG012,3535334,3535334,3.535334,,,,
TIG012_3535342,LG6,86.36363636,TIG012,3535342,3535342,3.535342,,,,
TIG012_3549328,LG6,87.5,TIG012,3549328,3549328,3.549328,,,,
TIG012_3566489,LG6,89.77272727,TIG012,3566489,3566489,3.566489,,,,
TIG012_3566517,LG6,89.77272727,TIG012,3566517,3566517,3.566517,,,,
TIG012_3566614,LG6,89.77272727,TIG012,3566614,3566614,3.566614,,,,
TIG012_3611163,LG6,89.77272727,TIG012,3611163,3611163,3.611163,,,,
TIG012_3667854,LG6,90.90909091,TIG012,3667854,3667854,3.667854,,,,
TIG012_3667875,LG6,90.90909091,TIG012,3667875,3667875,3.667875,,,,
TIG012_3667893,LG6,90.90909091,TIG012,3667893,3667893,3.667893,,,,
TIG012_3668234,LG6,90.90909091,TIG012,3668234,3668234,3.668234,,,,
TIG012_3668256,LG6,90.90909091,TIG012,3668256,3668256,3.668256,,,,
TIG012_3811530,LG6,92.04545455,TIG012,3811530,3811530,3.81153,,,,
TIG012_3811539,LG6,92.04545455,TIG012,3811539,3811539,3.811539,,,,
TIG012_3811577,LG6,92.04545455,TIG012,3811577,3811577,3.811577,,,,
TIG012_3969838,LG6,92.04545455,TIG012,3969838,3969838,3.969838,,,,
TIG012_3983532,LG6,95.45454545,TIG012,3983532,3983532,3.983532,,,,
TIG012_4013469,LG6,95.45454545,TIG012,4013469,4013469,4.013469,,,,
TIG012_4013478,LG6,95.45454545,TIG012,4013478,4013478,4.013478,,,,
TIG012_4044927,LG6,95.45454545,TIG012,4044927,4044927,4.044927,,,,
TIG012_4066856,LG6,96.59090909,TIG012,4066856,4066856,4.066856,,,,
TIG012_4068619,LG6,96.59090909,TIG012,4068619,4068619,4.068619,,,,
TIG012_4068657,LG6,96.59090909,TIG012,4068657,4068657,4.068657,,,,
TIG012_4073556,LG6,96.59090909,TIG012,4073556,4073556,4.073556,,,,
TIG012_4079578,LG6,96.59090909,TIG012,4079578,4079578,4.079578,,,,
TIG012_4242271,LG6,96.59090909,TIG012,4242271,4242271,4.242271,,,,
TIG012_4300603,LG6,96.59090909,TIG012,4300603,4300603,4.300603,,,,
TIG012_4300669,LG6,96.59090909,TIG012,4300669,4300669,4.300669,,,,
TIG012_4312699,LG6,96.59090909,TIG012,4312699,4312699,4.312699,,,,
TIG012_4312752,LG6,96.59090909,TIG012,4312752,4312752,4.312752,,,,
TIG012_4462625,LG6,96.59090909,TIG012,4462625,4462625,4.462625,,,,
TIG012_4484859,LG6,96.59090909,TIG012,4484859,4484859,4.484859,,,,
TIG012_4512838,LG6,96.59090909,TIG012,4512838,4512838,4.512838,,,,
TIG012_4515099,LG6,96.59090909,TIG012,4515099,4515099,4.515099,,,,
TIG012_4516378,LG6,96.59090909,TIG012,4516378,4516378,4.516378,,,,
TIG012_4633121,LG6,96.59090909,TIG012,4633121,4633121,4.633121,,,,
TIG012_4702385,LG6,96.59090909,TIG012,4702385,4702385,4.702385,,,,
TIG012_4719726,LG6,96.59090909,TIG012,4719726,4719726,4.719726,,,,
TIG012_4733093,LG6,96.59090909,TIG012,4733093,4733093,4.733093,,,,
TIG012_4733108,LG6,96.59090909,TIG012,4733108,4733108,4.733108,,,,
TIG012_4733114,LG6,96.59090909,TIG012,4733114,4733114,4.733114,,,,
TIG012_4733154,LG6,96.59090909,TIG012,4733154,4733154,4.733154,,,,
TIG012_4748982,LG6,96.59090909,TIG012,4748982,4748982,4.748982,,,,
TIG012_4753421,LG6,96.59090909,TIG012,4753421,4753421,4.753421,,,,
TIG012_4753523,LG6,96.59090909,TIG012,4753523,4753523,4.753523,,,,
TIG012_4784763,LG6,96.59090909,TIG012,4784763,4784763,4.784763,,,,
TIG012_4784825,LG6,96.59090909,TIG012,4784825,4784825,4.784825,,,,
TIG012_5019780,LG6,100,TIG012,5019780,5019780,5.01978,,,,
TIG012_5019804,LG6,100,TIG012,5019804,5019804,5.019804,,,,
TIG012_5019935,LG6,101.1363636,TIG012,5019935,5019935,5.019935,,,,
TIG012_5021958,LG6,101.1363636,TIG012,5021958,5021958,5.021958,,,,
TIG012_5021987,LG6,101.1363636,TIG012,5021987,5021987,5.021987,,,,
TIG012_5385813,LG6,102.2727273,TIG012,5385813,5385813,5.385813,,,,
TIG012_5385818,LG6,102.2727273,TIG012,5385818,5385818,5.385818,,,,
TIG012_5402206,LG6,102.2727273,TIG012,5402206,5402206,5.402206,,,,
TIG012_5415031,LG6,102.2727273,TIG012,5415031,5415031,5.415031,,,,
TIG012_5422344,LG6,102.2727273,TIG012,5422344,5422344,5.422344,,,,
TIG012_5422392,LG6,102.2727273,TIG012,5422392,5422392,5.422392,,,,
TIG012_5422451,LG6,102.2727273,TIG012,5422451,5422451,5.422451,,,,
TIG012_5422910,LG6,102.2727273,TIG012,5422910,5422910,5.42291,,,,
TIG012_5512456,LG6,103.4090909,TIG012,5512456,5512456,5.512456,,,,
TIG012_5512503,LG6,103.4090909,TIG012,5512503,5512503,5.512503,,,,
TIG012_5512521,LG6,103.4090909,TIG012,5512521,5512521,5.512521,,,,
TIG012_5538880,LG6,117.0454545,TIG012,5538880,5538880,5.53888,,,,
TIG012_5624995,LG6,122.7272727,TIG012,5624995,5624995,5.624995,,,,
TIG012_5644516,LG6,122.7272727,TIG012,5644516,5644516,5.644516,,,,
TIG012_5644564,LG6,122.7272727,TIG012,5644564,5644564,5.644564,,,,
TIG012_5722930,LG6,128.4090909,TIG012,5722930,5722930,5.72293,,,,
TIG012_5723140,LG6,128.4090909,TIG012,5723140,5723140,5.72314,,,,
TIG012_5737907,LG6,128.4090909,TIG012,5737907,5737907,5.737907,,,,
TIG012_5758400,LG6,128.4090909,TIG012,5758400,5758400,5.7584,,,,
TIG012_5758418,LG6,128.4090909,TIG012,5758418,5758418,5.758418,,,,
TIG012_5759362,LG6,128.4090909,TIG012,5759362,5759362,5.759362,,,,
TIG012_5762351,LG6,128.4090909,TIG012,5762351,5762351,5.762351,,,,
TIG012_5762592,LG6,128.4090909,TIG012,5762592,5762592,5.762592,,,,
TIG012_5762640,LG6,128.4090909,TIG012,5762640,5762640,5.76264,,,,
TIG012_5762642,LG6,128.4090909,TIG012,5762642,5762642,5.762642,,,,
TIG012_5764205,LG6,128.4090909,TIG012,5764205,5764205,5.764205,,,,
TIG012_5764215,LG6,128.4090909,TIG012,5764215,5764215,5.764215,,,,
TIG012_5764248,LG6,128.4090909,TIG012,5764248,5764248,5.764248,,,,
TIG012_5764375,LG6,128.4090909,TIG012,5764375,5764375,5.764375,,,,
TIG012_5764447,LG6,128.4090909,TIG012,5764447,5764447,5.764447,,,,
TIG012_5764448,LG6,128.4090909,TIG012,5764448,5764448,5.764448,,,,
TIG012_5764453,LG6,128.4090909,TIG012,5764453,5764453,5.764453,,,,
TIG012_5764503,LG6,128.4090909,TIG012,5764503,5764503,5.764503,,,,
TIG012_5764519,LG6,128.4090909,TIG012,5764519,5764519,5.764519,,,,
TIG012_5766514,LG6,128.4090909,TIG012,5766514,5766514,5.766514,,,,
ENDOFTIG,LG6,NA,TIG012,0,5767440,5.76744,,,,
TIG015_253572,LG7_LG11,0,TIG015,253572,253572,0.253572,,,,
TIG015_324314,LG7_LG11,0,TIG015,324314,324314,0.324314,,,,
TIG015_349336,LG7_LG11,0,TIG015,349336,349336,0.349336,,,,
TIG015_349603,LG7_LG11,0,TIG015,349603,349603,0.349603,,,,
TIG015_359699,LG7_LG11,0,TIG015,359699,359699,0.359699,,,,
TIG015_360708,LG7_LG11,0,TIG015,360708,360708,0.360708,,,,
TIG015_360740,LG7_LG11,0,TIG015,360740,360740,0.36074,,,,
TIG015_360766,LG7_LG11,0,TIG015,360766,360766,0.360766,,,,
TIG015_360959,LG7_LG11,0,TIG015,360959,360959,0.360959,,,,
TIG015_360979,LG7_LG11,0,TIG015,360979,360979,0.360979,,,,
TIG015_401659,LG7_LG11,0,TIG015,401659,401659,0.401659,,,,
TIG015_401697,LG7_LG11,0,TIG015,401697,401697,0.401697,,,,
TIG015_510216,LG7_LG11,0,TIG015,510216,510216,0.510216,,,,
TIG015_588248,LG7_LG11,0,TIG015,588248,588248,0.588248,,,,
TIG015_633542,LG7_LG11,0,TIG015,633542,633542,0.633542,,,,
TIG015_634036,LG7_LG11,0,TIG015,634036,634036,0.634036,,,,
TIG015_650104,LG7_LG11,0,TIG015,650104,650104,0.650104,,,,
TIG015_650434,LG7_LG11,0,TIG015,650434,650434,0.650434,,,,
TIG015_700326,LG7_LG11,14.77272727,TIG015,700326,700326,0.700326,,,,
TIG015_724276,LG7_LG11,21.59090909,TIG015,724276,724276,0.724276,,,,
TIG015_743544,LG7_LG11,21.59090909,TIG015,743544,743544,0.743544,,,,
TIG015_743587,LG7_LG11,21.59090909,TIG015,743587,743587,0.743587,,,,
TIG015_746475,LG7_LG11,21.59090909,TIG015,746475,746475,0.746475,,,,
TIG015_1233523,LG7_LG11,29.54545455,TIG015,1233523,1233523,1.233523,,,,
TIG015_1399871,LG7_LG11,30.68181818,TIG015,1399871,1399871,1.399871,,,,
TIG015_1399888,LG7_LG11,30.68181818,TIG015,1399888,1399888,1.399888,,,,
TIG015_1423422,LG7_LG11,30.68181818,TIG015,1423422,1423422,1.423422,,,,
TIG015_1443548,LG7_LG11,30.68181818,TIG015,1443548,1443548,1.443548,,,,
TIG015_1478080,LG7_LG11,30.68181818,TIG015,1478080,1478080,1.47808,,,,
TIG015_1565655,LG7_LG11,30.68181818,TIG015,1565655,1565655,1.565655,,,,
TIG015_1582158,LG7_LG11,31.81818182,TIG015,1582158,1582158,1.582158,,,,
TIG015_1611938,LG7_LG11,31.81818182,TIG015,1611938,1611938,1.611938,,,,
TIG015_1672860,LG7_LG11,31.81818182,TIG015,1672860,1672860,1.67286,,,,
TIG015_1672900,LG7_LG11,31.81818182,TIG015,1672900,1672900,1.6729,,,,
TIG015_1731528,LG7_LG11,31.81818182,TIG015,1731528,1731528,1.731528,,,,
TIG015_1771208,LG7_LG11,31.81818182,TIG015,1771208,1771208,1.771208,,,,
TIG015_1875099,LG7_LG11,31.81818182,TIG015,1875099,1875099,1.875099,,,,
TIG015_1875114,LG7_LG11,31.81818182,TIG015,1875114,1875114,1.875114,,,,
TIG015_2690558,LG7_LG11,53.40909091,TIG015,2690558,2690558,2.690558,,,,
TIG015_2771717,LG7_LG11,62.5,TIG015,2771717,2771717,2.771717,,,,
TIG015_2794782,LG7_LG11,62.5,TIG015,2794782,2794782,2.794782,,,,
TIG015_2807170,LG7_LG11,62.5,TIG015,2807170,2807170,2.80717,,,,
TIG015_2847903,LG7_LG11,65.90909091,TIG015,2847903,2847903,2.847903,,,,
TIG015_2887240,LG7_LG11,65.90909091,TIG015,2887240,2887240,2.88724,,,,
TIG015_2887392,LG7_LG11,65.90909091,TIG015,2887392,2887392,2.887392,,,,
TIG015_2887491,LG7_LG11,65.90909091,TIG015,2887491,2887491,2.887491,,,,
TIG015_2985217,LG7_LG11,65.90909091,TIG015,2985217,2985217,2.985217,,,,
TIG015_3035627,LG7_LG11,67.04545455,TIG015,3035627,3035627,3.035627,,,,
TIG015_3035848,LG7_LG11,67.04545455,TIG015,3035848,3035848,3.035848,,,,
TIG015_3068362,LG7_LG11,68.18181818,TIG015,3068362,3068362,3.068362,,,,
TIG015_3283970,LG7_LG11,70.45454545,TIG015,3283970,3283970,3.28397,,,,
TIG015_3355407,LG7_LG11,71.59090909,TIG015,3355407,3355407,3.355407,,,,
TIG015_3518325,LG7_LG11,71.59090909,TIG015,3518325,3518325,3.518325,,,,
TIG015_3518492,LG7_LG11,71.59090909,TIG015,3518492,3518492,3.518492,,,,
TIG015_3541102,LG7_LG11,71.59090909,TIG015,3541102,3541102,3.541102,,,,
TIG015_3541110,LG7_LG11,71.59090909,TIG015,3541110,3541110,3.54111,,,,
TIG015_3610778,LG7_LG11,78.40909091,TIG015,3610778,3610778,3.610778,,,,
TIG015_3624663,LG7_LG11,78.40909091,TIG015,3624663,3624663,3.624663,,,,
TIG015_3624671,LG7_LG11,78.40909091,TIG015,3624671,3624671,3.624671,,,,
TIG015_3624676,LG7_LG11,78.40909091,TIG015,3624676,3624676,3.624676,,,,
TIG015_3624754,LG7_LG11,78.40909091,TIG015,3624754,3624754,3.624754,,,,
TIG015_3749283,LG7_LG11,79.54545455,TIG015,3749283,3749283,3.749283,,,,
TIG015_3749294,LG7_LG11,79.54545455,TIG015,3749294,3749294,3.749294,,,,
TIG015_3807985,LG7_LG11,80.68181818,TIG015,3807985,3807985,3.807985,,,,
TIG015_3818617,LG7_LG11,82.95454545,TIG015,3818617,3818617,3.818617,,,,
TIG015_3818667,LG7_LG11,82.95454545,TIG015,3818667,3818667,3.818667,,,,
TIG015_3819030,LG7_LG11,82.95454545,TIG015,3819030,3819030,3.81903,,,,
TIG015_3853089,LG7_LG11,82.95454545,TIG015,3853089,3853089,3.853089,,,,
TIG015_3859580,LG7_LG11,82.95454545,TIG015,3859580,3859580,3.85958,,,,
TIG015_3927776,LG7_LG11,82.95454545,TIG015,3927776,3927776,3.927776,,,,
TIG015_3933390,LG7_LG11,82.95454545,TIG015,3933390,3933390,3.93339,,,,
TIG015_3963546,LG7_LG11,82.95454545,TIG015,3963546,3963546,3.963546,,,,
TIG015_4040663,LG7_LG11,84.09090909,TIG015,4040663,4040663,4.040663,,,,
TIG015_4040692,LG7_LG11,84.09090909,TIG015,4040692,4040692,4.040692,,,,
TIG015_4143922,LG7_LG11,84.09090909,TIG015,4143922,4143922,4.143922,,,,
TIG015_4253235,LG7_LG11,85.22727273,TIG015,4253235,4253235,4.253235,,,,
TIG015_4253397,LG7_LG11,85.22727273,TIG015,4253397,4253397,4.253397,,,,
TIG015_4379919,LG7_LG11,97.72727273,TIG015,4379919,4379919,4.379919,,,,
TIG015_4379941,LG7_LG11,97.72727273,TIG015,4379941,4379941,4.379941,,,,
TIG015_4379961,LG7_LG11,97.72727273,TIG015,4379961,4379961,4.379961,,,,
TIG015_4379981,LG7_LG11,97.72727273,TIG015,4379981,4379981,4.379981,,,,
TIG015_4381184,LG7_LG11,97.72727273,TIG015,4381184,4381184,4.381184,,,,
TIG015_4381219,LG7_LG11,97.72727273,TIG015,4381219,4381219,4.381219,,,,
TIG015_4511881,LG7_LG11,100,TIG015,4511881,4511881,4.511881,,,,
TIG015_4524030,LG7_LG11,100,TIG015,4524030,4524030,4.52403,,,,
TIG015_4625729,LG7_LG11,100,TIG015,4625729,4625729,4.625729,,,,
TIG015_4676031,LG7_LG11,100,TIG015,4676031,4676031,4.676031,,,,
TIG015_4676227,LG7_LG11,100,TIG015,4676227,4676227,4.676227,,,,
TIG015_4676276,LG7_LG11,100,TIG015,4676276,4676276,4.676276,,,,
ENDOFTIG,LG7_LG11,NA,TIG015,0,4857727,4.857727,,,,
TIG040_214155,LG7_LG11,114.7727273,TIG040,214155,5071882,5.071882,,,,
TIG040_214261,LG7_LG11,117.0454545,TIG040,214261,5071988,5.071988,,,,
TIG040_224049,LG7_LG11,117.0454545,TIG040,224049,5081776,5.081776,,,,
TIG040_237703,LG7_LG11,117.0454545,TIG040,237703,5095430,5.09543,,,,
TIG040_321656,LG7_LG11,118.1818182,TIG040,321656,5179383,5.179383,,,,
TIG040_321677,LG7_LG11,118.1818182,TIG040,321677,5179404,5.179404,,,,
TIG040_321687,LG7_LG11,118.1818182,TIG040,321687,5179414,5.179414,,,,
TIG040_321694,LG7_LG11,118.1818182,TIG040,321694,5179421,5.179421,,,,
TIG040_321923,LG7_LG11,118.1818182,TIG040,321923,5179650,5.17965,,,,
TIG040_321956,LG7_LG11,118.1818182,TIG040,321956,5179683,5.179683,,,,
TIG040_639430,LG7_LG11,123.8636364,TIG040,639430,5497157,5.497157,,,,
TIG040_639454,LG7_LG11,123.8636364,TIG040,639454,5497181,5.497181,,,,
TIG040_639483,LG7_LG11,123.8636364,TIG040,639483,5497210,5.49721,,,,
TIG040_639491,LG7_LG11,123.8636364,TIG040,639491,5497218,5.497218,,,,
TIG040_664081,LG7_LG11,123.8636364,TIG040,664081,5521808,5.521808,,,,
TIG040_664095,LG7_LG11,123.8636364,TIG040,664095,5521822,5.521822,,,,
TIG040_664117,LG7_LG11,123.8636364,TIG040,664117,5521844,5.521844,,,,
TIG040_672098,LG7_LG11,123.8636364,TIG040,672098,5529825,5.529825,,,,
TIG040_675097,LG7_LG11,123.8636364,TIG040,675097,5532824,5.532824,,,,
TIG040_675153,LG7_LG11,123.8636364,TIG040,675153,5532880,5.53288,,,,
TIG040_675183,LG7_LG11,123.8636364,TIG040,675183,5532910,5.53291,,,,
TIG040_871924,LG7_LG11,127.2727273,TIG040,871924,5729651,5.729651,,,,
TIG040_871969,LG7_LG11,127.2727273,TIG040,871969,5729696,5.729696,,,,
TIG040_871979,LG7_LG11,127.2727273,TIG040,871979,5729706,5.729706,,,,
TIG040_871993,LG7_LG11,127.2727273,TIG040,871993,5729720,5.72972,,,,
TIG040_872082,LG7_LG11,127.2727273,TIG040,872082,5729809,5.729809,,,,
TIG040_872092,LG7_LG11,127.2727273,TIG040,872092,5729819,5.729819,,,,
TIG040_872104,LG7_LG11,127.2727273,TIG040,872104,5729831,5.729831,,,,
TIG040_872131,LG7_LG11,127.2727273,TIG040,872131,5729858,5.729858,,,,
TIG040_872139,LG7_LG11,127.2727273,TIG040,872139,5729866,5.729866,,,,
TIG040_1000201,LG7_LG11,128.4090909,TIG040,1000201,5857928,5.857928,,,,
TIG040_1101840,LG7_LG11,128.4090909,TIG040,1101840,5959567,5.959567,,,,
TIG040_1101874,LG7_LG11,128.4090909,TIG040,1101874,5959601,5.959601,,,,
TIG040_1101879,LG7_LG11,128.4090909,TIG040,1101879,5959606,5.959606,,,,
TIG040_1101898,LG7_LG11,128.4090909,TIG040,1101898,5959625,5.959625,,,,
TIG040_1101939,LG7_LG11,128.4090909,TIG040,1101939,5959666,5.959666,,,,
TIG040_1102047,LG7_LG11,128.4090909,TIG040,1102047,5959774,5.959774,,,,
TIG040_1160556,LG7_LG11,128.4090909,TIG040,1160556,6018283,6.018283,,,,
ENDOFTIG,LG7_LG11,NA,TIG040,0,6083952,6.083952,,,,
TIG062_256189,LG7_LG11,134.0909091,TIG062,256189,6156443,6.156443,,,,
TIG062_256151,LG7_LG11,134.0909091,TIG062,256151,6156481,6.156481,,,,
TIG062_172355,LG7_LG11,139.7727273,TIG062,172355,6240277,6.240277,,,,
TIG062_172337,LG7_LG11,139.7727273,TIG062,172337,6240295,6.240295,,,,
TIG062_172289,LG7_LG11,139.7727273,TIG062,172289,6240343,6.240343,,,,
TIG062_172270,LG7_LG11,139.7727273,TIG062,172270,6240362,6.240362,,,,
TIG062_164249,LG7_LG11,139.7727273,TIG062,164249,6248383,6.248383,,,,
TIG062_164062,LG7_LG11,139.7727273,TIG062,164062,6248570,6.24857,,,,
TIG062_164040,LG7_LG11,139.7727273,TIG062,164040,6248592,6.248592,,,,
TIG062_164032,LG7_LG11,139.7727273,TIG062,164032,6248600,6.2486,,,,
TIG062_164005,LG7_LG11,139.7727273,TIG062,164005,6248627,6.248627,,,,
TIG062_161043,LG7_LG11,139.7727273,TIG062,161043,6251589,6.251589,,,,
TIG062_160989,LG7_LG11,139.7727273,TIG062,160989,6251643,6.251643,,,,
TIG062_160982,LG7_LG11,139.7727273,TIG062,160982,6251650,6.25165,,,,
TIG062_160965,LG7_LG11,139.7727273,TIG062,160965,6251667,6.251667,,,,
TIG062_160908,LG7_LG11,139.7727273,TIG062,160908,6251724,6.251724,,,,
TIG062_147316,LG7_LG11,139.7727273,TIG062,147316,6265316,6.265316,,,,
TIG062_147298,LG7_LG11,139.7727273,TIG062,147298,6265334,6.265334,,,,
TIG062_147235,LG7_LG11,139.7727273,TIG062,147235,6265397,6.265397,,,,
TIG062_113043,LG7_LG11,139.7727273,TIG062,113043,6299589,6.299589,,,,
TIG062_113026,LG7_LG11,139.7727273,TIG062,113026,6299606,6.299606,,,,
TIG062_113020,LG7_LG11,139.7727273,TIG062,113020,6299612,6.299612,,,,
TIG062_113000,LG7_LG11,139.7727273,TIG062,113000,6299632,6.299632,,,,
