N,marker1,marker2,TIG_marker1,position in bp_marker1,markerdist,genetic_distance,LG
0,TIG012_3566614,TIG012_3611163,TIG012,3566614,44549,0,LG6
1,TIG012_3611163,TIG012_3667854,TIG012,3611163,56691,1.13636364,LG6
0,TIG012_3667854,TIG012_3667875,TIG012,3667854,21,0,LG6
0,TIG012_3667875,TIG012_3667893,TIG012,3667875,18,0,LG6
0,TIG012_3667893,TIG012_3668234,TIG012,3667893,341,0,LG6
0,TIG012_3668234,TIG012_3668256,TIG012,3668234,22,0,LG6
1,TIG012_3668256,TIG012_3811530,TIG012,3668256,143274,1.13636364,LG6
0,TIG012_3811530,TIG012_3811539,TIG012,3811530,9,0,LG6
0,TIG012_3811539,TIG012_3811577,TIG012,3811539,38,0,LG6
0,TIG012_3811577,TIG012_3969838,TIG012,3811577,158261,0,LG6
3,TIG012_3969838,TIG012_3983532,TIG012,3969838,13694,3.4090909,LG6
0,TIG012_3983532,TIG012_4013469,TIG012,3983532,29937,0,LG6
0,TIG012_4013469,TIG012_4013478,TIG012,4013469,9,0,LG6
0,TIG012_4013478,TIG012_4044927,TIG012,4013478,31449,0,LG6
1,TIG012_4044927,TIG012_4066856,TIG012,4044927,21929,1.13636364,LG6
0,TIG012_4066856,TIG012_4068619,TIG012,4066856,1763,0,LG6
0,TIG012_4068619,TIG012_4068657,TIG012,4068619,38,0,LG6
0,TIG012_4068657,TIG012_4073556,TIG012,4068657,4899,0,LG6
0,TIG012_4073556,TIG012_4079578,TIG012,4073556,6022,0,LG6
0,TIG012_4079578,TIG012_4242271,TIG012,4079578,162693,0,LG6
0,TIG012_4242271,TIG012_4300603,TIG012,4242271,58332,0,LG6
0,TIG012_4300603,TIG012_4300669,TIG012,4300603,66,0,LG6
0,TIG012_4300669,TIG012_4312699,TIG012,4300669,12030,0,LG6
0,TIG012_4312699,TIG012_4312752,TIG012,4312699,53,0,LG6
0,TIG012_4312752,TIG012_4462625,TIG012,4312752,149873,0,LG6
0,TIG012_4462625,TIG012_4484859,TIG012,4462625,22234,0,LG6
0,TIG012_4484859,TIG012_4512838,TIG012,4484859,27979,0,LG6
0,TIG012_4512838,TIG012_4515099,TIG012,4512838,2261,0,LG6
0,TIG012_4515099,TIG012_4516378,TIG012,4515099,1279,0,LG6
0,TIG012_4516378,TIG012_4633121,TIG012,4516378,116743,0,LG6
0,TIG012_4633121,TIG012_4702385,TIG012,4633121,69264,0,LG6
0,TIG012_4702385,TIG012_4719726,TIG012,4702385,17341,0,LG6
0,TIG012_4719726,TIG012_4733093,TIG012,4719726,13367,0,LG6
0,TIG012_4733093,TIG012_4733108,TIG012,4733093,15,0,LG6
0,TIG012_4733108,TIG012_4733114,TIG012,4733108,6,0,LG6
0,TIG012_4733114,TIG012_4733154,TIG012,4733114,40,0,LG6
0,TIG012_4733154,TIG012_4748982,TIG012,4733154,15828,0,LG6
0,TIG012_4748982,TIG012_4753421,TIG012,4748982,4439,0,LG6
0,TIG012_4753421,TIG012_4753523,TIG012,4753421,102,0,LG6
0,TIG012_4753523,TIG012_4784763,TIG012,4753523,31240,0,LG6
0,TIG012_4784763,TIG012_4784825,TIG012,4784763,62,0,LG6
3,TIG012_4784825,TIG012_5019780,TIG012,4784825,234955,3.40909091,LG6
0,TIG012_5019780,TIG012_5019804,TIG012,5019780,24,0,LG6
1,TIG012_5019804,TIG012_5019935,TIG012,5019804,131,1.1363636,LG6
0,TIG012_5019935,TIG012_5021958,TIG012,5019935,2023,0,LG6
0,TIG012_5021958,TIG012_5021987,TIG012,5021958,29,0,LG6
1,TIG012_5021987,TIG012_5385813,TIG012,5021987,363826,1.1363637,LG6
0,TIG012_5385813,TIG012_5385818,TIG012,5385813,5,0,LG6
0,TIG012_5385818,TIG012_5402206,TIG012,5385818,16388,0,LG6
0,TIG012_5402206,TIG012_5415031,TIG012,5402206,12825,0,LG6
0,TIG012_5415031,TIG012_5422344,TIG012,5415031,7313,0,LG6
0,TIG012_5422344,TIG012_5422392,TIG012,5422344,48,0,LG6
0,TIG012_5422392,TIG012_5422451,TIG012,5422392,59,0,LG6
0,TIG012_5422451,TIG012_5422910,TIG012,5422451,459,0,LG6
1,TIG012_5422910,TIG012_5512456,TIG012,5422910,89546,1.1363636,LG6
0,TIG012_5512456,TIG012_5512503,TIG012,5512456,47,0,LG6
0,TIG012_5512503,TIG012_5512521,TIG012,5512503,18,0,LG6
12,TIG012_5512521,TIG012_5538880,TIG012,5512521,26359,13.6363636,LG6
5,TIG012_5538880,TIG012_5624995,TIG012,5538880,86115,5.6818182,LG6
0,TIG012_5624995,TIG012_5644516,TIG012,5624995,19521,0,LG6
0,TIG012_5644516,TIG012_5644564,TIG012,5644516,48,0,LG6
5,TIG012_5644564,TIG012_5722930,TIG012,5644564,78366,5.6818182,LG6
0,TIG012_5722930,TIG012_5723140,TIG012,5722930,210,0,LG6
0,TIG012_5723140,TIG012_5737907,TIG012,5723140,14767,0,LG6
0,TIG012_5737907,TIG012_5758400,TIG012,5737907,20493,0,LG6
0,TIG012_5758400,TIG012_5758418,TIG012,5758400,18,0,LG6
0,TIG012_5758418,TIG012_5759362,TIG012,5758418,944,0,LG6
0,TIG012_5759362,TIG012_5762351,TIG012,5759362,2989,0,LG6
0,TIG012_5762351,TIG012_5762592,TIG012,5762351,241,0,LG6
0,TIG012_5762592,TIG012_5762640,TIG012,5762592,48,0,LG6
0,TIG012_5762640,TIG012_5762642,TIG012,5762640,2,0,LG6
0,TIG012_5762642,TIG012_5764205,TIG012,5762642,1563,0,LG6
0,TIG012_5764205,TIG012_5764215,TIG012,5764205,10,0,LG6
0,TIG012_5764215,TIG012_5764248,TIG012,5764215,33,0,LG6
0,TIG012_5764248,TIG012_5764375,TIG012,5764248,127,0,LG6
0,TIG012_5764375,TIG012_5764447,TIG012,5764375,72,0,LG6
0,TIG012_5764447,TIG012_5764448,TIG012,5764447,1,0,LG6
0,TIG012_5764448,TIG012_5764453,TIG012,5764448,5,0,LG6
0,TIG012_5764453,TIG012_5764503,TIG012,5764453,50,0,LG6
0,TIG012_5764503,TIG012_5764519,TIG012,5764503,16,0,LG6
0,TIG012_5764519,TIG012_5766514,TIG012,5764519,1995,0,LG6
0,TIG015_253572,TIG015_324314,TIG015,253572,70742,0,LG7_LG11
0,TIG015_324314,TIG015_349336,TIG015,324314,25022,0,LG7_LG11
0,TIG015_349336,TIG015_349603,TIG015,349336,267,0,LG7_LG11
0,TIG015_349603,TIG015_359699,TIG015,349603,10096,0,LG7_LG11
0,TIG015_359699,TIG015_360708,TIG015,359699,1009,0,LG7_LG11
0,TIG015_360708,TIG015_360740,TIG015,360708,32,0,LG7_LG11
0,TIG015_360740,TIG015_360766,TIG015,360740,26,0,LG7_LG11
0,TIG015_360766,TIG015_360959,TIG015,360766,193,0,LG7_LG11
0,TIG015_360959,TIG015_360979,TIG015,360959,20,0,LG7_LG11
0,TIG015_360979,TIG015_401659,TIG015,360979,40680,0,LG7_LG11
0,TIG015_401659,TIG015_401697,TIG015,401659,38,0,LG7_LG11
0,TIG015_401697,TIG015_510216,TIG015,401697,108519,0,LG7_LG11
0,TIG015_510216,TIG015_588248,TIG015,510216,78032,0,LG7_LG11
0,TIG015_588248,TIG015_633542,TIG015,588248,45294,0,LG7_LG11
0,TIG015_633542,TIG015_634036,TIG015,633542,494,0,LG7_LG11
0,TIG015_634036,TIG015_650104,TIG015,634036,16068,0,LG7_LG11
0,TIG015_650104,TIG015_650434,TIG015,650104,330,0,LG7_LG11
13,TIG015_650434,TIG015_700326,TIG015,650434,49892,14.77272727,LG7_LG11
6,TIG015_700326,TIG015_724276,TIG015,700326,23950,6.81818182,LG7_LG11
0,TIG015_724276,TIG015_743544,TIG015,724276,19268,0,LG7_LG11
0,TIG015_743544,TIG015_743587,TIG015,743544,43,0,LG7_LG11
0,TIG015_743587,TIG015_746475,TIG015,743587,2888,0,LG7_LG11
7,TIG015_746475,TIG015_1233523,TIG015,746475,487048,7.95454546,LG7_LG11
1,TIG015_1233523,TIG015_1399871,TIG015,1233523,166348,1.13636363,LG7_LG11
0,TIG015_1399871,TIG015_1399888,TIG015,1399871,17,0,LG7_LG11
0,TIG015_1399888,TIG015_1423422,TIG015,1399888,23534,0,LG7_LG11
0,TIG015_1423422,TIG015_1443548,TIG015,1423422,20126,0,LG7_LG11
0,TIG015_1443548,TIG015_1478080,TIG015,1443548,34532,0,LG7_LG11
0,TIG015_1478080,TIG015_1565655,TIG015,1478080,87575,0,LG7_LG11
1,TIG015_1565655,TIG015_1582158,TIG015,1565655,16503,1.13636364,LG7_LG11
0,TIG015_1582158,TIG015_1611938,TIG015,1582158,29780,0,LG7_LG11
0,TIG015_1611938,TIG015_1672860,TIG015,1611938,60922,0,LG7_LG11
0,TIG015_1672860,TIG015_1672900,TIG015,1672860,40,0,LG7_LG11
0,TIG015_1672900,TIG015_1731528,TIG015,1672900,58628,0,LG7_LG11
0,TIG015_1731528,TIG015_1771208,TIG015,1731528,39680,0,LG7_LG11
0,TIG015_1771208,TIG015_1875099,TIG015,1771208,103891,0,LG7_LG11
0,TIG015_1875099,TIG015_1875114,TIG015,1875099,15,0,LG7_LG11
19,TIG015_1875114,TIG015_2690558,TIG015,1875114,815444,21.59090909,LG7_LG11
8,TIG015_2690558,TIG015_2771717,TIG015,2690558,81159,9.09090909,LG7_LG11
0,TIG015_2771717,TIG015_2794782,TIG015,2771717,23065,0,LG7_LG11
0,TIG015_2794782,TIG015_2807170,TIG015,2794782,12388,0,LG7_LG11
3,TIG015_2807170,TIG015_2847903,TIG015,2807170,40733,3.40909091,LG7_LG11
0,TIG015_2847903,TIG015_2887240,TIG015,2847903,39337,0,LG7_LG11
0,TIG015_2887240,TIG015_2887392,TIG015,2887240,152,0,LG7_LG11
0,TIG015_2887392,TIG015_2887491,TIG015,2887392,99,0,LG7_LG11
0,TIG015_2887491,TIG015_2985217,TIG015,2887491,97726,0,LG7_LG11
1,TIG015_2985217,TIG015_3035627,TIG015,2985217,50410,1.13636364,LG7_LG11
0,TIG015_3035627,TIG015_3035848,TIG015,3035627,221,0,LG7_LG11
1,TIG015_3035848,TIG015_3068362,TIG015,3035848,32514,1.13636363,LG7_LG11
2,TIG015_3068362,TIG015_3283970,TIG015,3068362,215608,2.27272727,LG7_LG11
1,TIG015_3283970,TIG015_3355407,TIG015,3283970,71437,1.13636364,LG7_LG11
0,TIG015_3355407,TIG015_3518325,TIG015,3355407,162918,0,LG7_LG11
0,TIG015_3518325,TIG015_3518492,TIG015,3518325,167,0,LG7_LG11
0,TIG015_3518492,TIG015_3541102,TIG015,3518492,22610,0,LG7_LG11
0,TIG015_3541102,TIG015_3541110,TIG015,3541102,8,0,LG7_LG11
6,TIG015_3541110,TIG015_3610778,TIG015,3541110,69668,6.81818182,LG7_LG11
0,TIG015_3610778,TIG015_3624663,TIG015,3610778,13885,0,LG7_LG11
0,TIG015_3624663,TIG015_3624671,TIG015,3624663,8,0,LG7_LG11
0,TIG015_3624671,TIG015_3624676,TIG015,3624671,5,0,LG7_LG11
0,TIG015_3624676,TIG015_3624754,TIG015,3624676,78,0,LG7_LG11
1,TIG015_3624754,TIG015_3749283,TIG015,3624754,124529,1.13636364,LG7_LG11
0,TIG015_3749283,TIG015_3749294,TIG015,3749283,11,0,LG7_LG11
1,TIG015_3749294,TIG015_3807985,TIG015,3749294,58691,1.13636363,LG7_LG11
2,TIG015_3807985,TIG015_3818617,TIG015,3807985,10632,2.27272727,LG7_LG11
0,TIG015_3818617,TIG015_3818667,TIG015,3818617,50,0,LG7_LG11
0,TIG015_3818667,TIG015_3819030,TIG015,3818667,363,0,LG7_LG11
0,TIG015_3819030,TIG015_3853089,TIG015,3819030,34059,0,LG7_LG11
0,TIG015_3853089,TIG015_3859580,TIG015,3853089,6491,0,LG7_LG11
0,TIG015_3859580,TIG015_3927776,TIG015,3859580,68196,0,LG7_LG11
0,TIG015_3927776,TIG015_3933390,TIG015,3927776,5614,0,LG7_LG11
0,TIG015_3933390,TIG015_3963546,TIG015,3933390,30156,0,LG7_LG11
1,TIG015_3963546,TIG015_4040663,TIG015,3963546,77117,1.13636364,LG7_LG11
0,TIG015_4040663,TIG015_4040692,TIG015,4040663,29,0,LG7_LG11
0,TIG015_4040692,TIG015_4143922,TIG015,4040692,103230,0,LG7_LG11
1,TIG015_4143922,TIG015_4253235,TIG015,4143922,109313,1.13636364,LG7_LG11
0,TIG015_4253235,TIG015_4253397,TIG015,4253235,162,0,LG7_LG11
11,TIG015_4253397,TIG015_4379919,TIG015,4253397,126522,12.5,LG7_LG11
0,TIG015_4379919,TIG015_4379941,TIG015,4379919,22,0,LG7_LG11
0,TIG015_4379941,TIG015_4379961,TIG015,4379941,20,0,LG7_LG11
0,TIG015_4379961,TIG015_4379981,TIG015,4379961,20,0,LG7_LG11
0,TIG015_4379981,TIG015_4381184,TIG015,4379981,1203,0,LG7_LG11
0,TIG015_4381184,TIG015_4381219,TIG015,4381184,35,0,LG7_LG11
2,TIG015_4381219,TIG015_4511881,TIG015,4381219,130662,2.27272727,LG7_LG11
0,TIG015_4511881,TIG015_4524030,TIG015,4511881,12149,0,LG7_LG11
0,TIG015_4524030,TIG015_4625729,TIG015,4524030,101699,0,LG7_LG11
0,TIG015_4625729,TIG015_4676031,TIG015,4625729,50302,0,LG7_LG11
0,TIG015_4676031,TIG015_4676227,TIG015,4676031,196,0,LG7_LG11
0,TIG015_4676227,TIG015_4676276,TIG015,4676227,49,0,LG7_LG11
2,TIG040_214155,TIG040_214261,TIG040,214155,106,2.2727272,LG7_LG11
0,TIG040_214261,TIG040_224049,TIG040,214261,9788,0,LG7_LG11
0,TIG040_224049,TIG040_237703,TIG040,224049,13654,0,LG7_LG11
1,TIG040_237703,TIG040_321656,TIG040,237703,83953,1.1363637,LG7_LG11
0,TIG040_321656,TIG040_321677,TIG040,321656,21,0,LG7_LG11
0,TIG040_321677,TIG040_321687,TIG040,321677,10,0,LG7_LG11
0,TIG040_321687,TIG040_321694,TIG040,321687,7,0,LG7_LG11
0,TIG040_321694,TIG040_321923,TIG040,321694,229,0,LG7_LG11
0,TIG040_321923,TIG040_321956,TIG040,321923,33,0,LG7_LG11
5,TIG040_321956,TIG040_639430,TIG040,321956,317474,5.6818182,LG7_LG11
0,TIG040_639430,TIG040_639454,TIG040,639430,24,0,LG7_LG11
0,TIG040_639454,TIG040_639483,TIG040,639454,29,0,LG7_LG11
0,TIG040_639483,TIG040_639491,TIG040,639483,8,0,LG7_LG11
0,TIG040_639491,TIG040_664081,TIG040,639491,24590,0,LG7_LG11
0,TIG040_664081,TIG040_664095,TIG040,664081,14,0,LG7_LG11
0,TIG040_664095,TIG040_664117,TIG040,664095,22,0,LG7_LG11
0,TIG040_664117,TIG040_672098,TIG040,664117,7981,0,LG7_LG11
0,TIG040_672098,TIG040_675097,TIG040,672098,2999,0,LG7_LG11
0,TIG040_675097,TIG040_675153,TIG040,675097,56,0,LG7_LG11
0,TIG040_675153,TIG040_675183,TIG040,675153,30,0,LG7_LG11
3,TIG040_675183,TIG040_871924,TIG040,675183,196741,3.4090909,LG7_LG11
0,TIG040_871924,TIG040_871969,TIG040,871924,45,0,LG7_LG11
0,TIG040_871969,TIG040_871979,TIG040,871969,10,0,LG7_LG11
0,TIG040_871979,TIG040_871993,TIG040,871979,14,0,LG7_LG11
0,TIG040_871993,TIG040_872082,TIG040,871993,89,0,LG7_LG11
0,TIG040_872082,TIG040_872092,TIG040,872082,10,0,LG7_LG11
0,TIG040_872092,TIG040_872104,TIG040,872092,12,0,LG7_LG11
0,TIG040_872104,TIG040_872131,TIG040,872104,27,0,LG7_LG11
0,TIG040_872131,TIG040_872139,TIG040,872131,8,0,LG7_LG11
1,TIG040_872139,TIG040_1000201,TIG040,872139,128062,1.1363636,LG7_LG11
0,TIG040_1000201,TIG040_1101840,TIG040,1000201,101639,0,LG7_LG11
0,TIG040_1101840,TIG040_1101874,TIG040,1101840,34,0,LG7_LG11
0,TIG040_1101874,TIG040_1101879,TIG040,1101874,5,0,LG7_LG11
0,TIG040_1101879,TIG040_1101898,TIG040,1101879,19,0,LG7_LG11
0,TIG040_1101898,TIG040_1101939,TIG040,1101898,41,0,LG7_LG11
0,TIG040_1101939,TIG040_1102047,TIG040,1101939,108,0,LG7_LG11
0,TIG040_1102047,TIG040_1160556,TIG040,1102047,58509,0,LG7_LG11
0,TIG062_256189,TIG062_256151,TIG062,256189,38,0,LG7_LG11
5,TIG062_256151,TIG062_172355,TIG062,256151,83796,5.6818182,LG7_LG11
0,TIG062_172355,TIG062_172337,TIG062,172355,18,0,LG7_LG11
0,TIG062_172337,TIG062_172289,TIG062,172337,48,0,LG7_LG11
0,TIG062_172289,TIG062_172270,TIG062,172289,19,0,LG7_LG11
0,TIG062_172270,TIG062_164249,TIG062,172270,8021,0,LG7_LG11
0,TIG062_164249,TIG062_164062,TIG062,164249,187,0,LG7_LG11
0,TIG062_164062,TIG062_164040,TIG062,164062,22,0,LG7_LG11
0,TIG062_164040,TIG062_164032,TIG062,164040,8,0,LG7_LG11
0,TIG062_164032,TIG062_164005,TIG062,164032,27,0,LG7_LG11
0,TIG062_164005,TIG062_161043,TIG062,164005,2962,0,LG7_LG11
0,TIG062_161043,TIG062_160989,TIG062,161043,54,0,LG7_LG11
0,TIG062_160989,TIG062_160982,TIG062,160989,7,0,LG7_LG11
0,TIG062_160982,TIG062_160965,TIG062,160982,17,0,LG7_LG11
0,TIG062_160965,TIG062_160908,TIG062,160965,57,0,LG7_LG11
0,TIG062_160908,TIG062_147316,TIG062,160908,13592,0,LG7_LG11
0,TIG062_147316,TIG062_147298,TIG062,147316,18,0,LG7_LG11
0,TIG062_147298,TIG062_147235,TIG062,147298,63,0,LG7_LG11
0,TIG062_147235,TIG062_113043,TIG062,147235,34192,0,LG7_LG11
0,TIG062_113043,TIG062_113026,TIG062,113043,17,0,LG7_LG11
0,TIG062_113026,TIG062_113020,TIG062,113026,6,0,LG7_LG11
0,TIG062_113020,TIG062_113000,TIG062,113020,20,0,LG7_LG11
0,TIG062_113000,TIG062_105819,TIG062,113000,7181,0,LG7_LG11
0,TIG062_105819,TIG062_105798,TIG062,105819,21,0,LG7_LG11
0,TIG017_197627,TIG017_197638,TIG017,197627,11,0,LG9
0,TIG017_197638,TIG017_209841,TIG017,197638,12203,0,LG9
0,TIG017_209841,TIG017_209846,TIG017,209841,5,0,LG9
0,TIG017_209846,TIG017_232537,TIG017,209846,22691,0,LG9
0,TIG017_232537,TIG017_232583,TIG017,232537,46,0,LG9
0,TIG017_232583,TIG017_233180,TIG017,232583,597,0,LG9
0,TIG017_233180,TIG017_233233,TIG017,233180,53,0,LG9
0,TIG017_233233,TIG017_233285,TIG017,233233,52,0,LG9
0,TIG017_233285,TIG017_233313,TIG017,233285,28,0,LG9
0,TIG017_233313,TIG017_233338,TIG017,233313,25,0,LG9
0,TIG017_233338,TIG017_233462,TIG017,233338,124,0,LG9
0,TIG017_233462,TIG017_242200,TIG017,233462,8738,0,LG9
0,TIG017_242200,TIG017_242225,TIG017,242200,25,0,LG9
0,TIG017_242225,TIG017_242248,TIG017,242225,23,0,LG9
0,TIG017_242248,TIG017_257252,TIG017,242248,15004,0,LG9
0,TIG017_257252,TIG017_260791,TIG017,257252,3539,0,LG9
0,TIG017_260791,TIG017_287937,TIG017,260791,27146,0,LG9
0,TIG017_287937,TIG017_288010,TIG017,287937,73,0,LG9
0,TIG017_288010,TIG017_380445,TIG017,288010,92435,0,LG9
0,TIG017_380445,TIG017_380473,TIG017,380445,28,0,LG9
0,TIG017_380473,TIG017_380545,TIG017,380473,72,0,LG9
0,TIG017_380545,TIG017_380554,TIG017,380545,9,0,LG9
0,TIG017_380554,TIG017_395787,TIG017,380554,15233,0,LG9
0,TIG017_395787,TIG017_395826,TIG017,395787,39,0,LG9
0,TIG017_395826,TIG017_395834,TIG017,395826,8,0,LG9
0,TIG017_395834,TIG017_395889,TIG017,395834,55,0,LG9
0,TIG017_395889,TIG017_395895,TIG017,395889,6,0,LG9
0,TIG017_395895,TIG017_396118,TIG017,395895,223,0,LG9
0,TIG017_396118,TIG017_418943,TIG017,396118,22825,0,LG9
0,TIG017_418943,TIG017_451009,TIG017,418943,32066,0,LG9
0,TIG017_451009,TIG017_451014,TIG017,451009,5,0,LG9
0,TIG017_451014,TIG017_464817,TIG017,451014,13803,0,LG9
1,TIG017_464817,TIG017_470820,TIG017,464817,6003,1.136363636,LG9
0,TIG017_470820,TIG017_470975,TIG017,470820,155,0,LG9
1,TIG017_470975,TIG017_471181,TIG017,470975,206,1.136363637,LG9
0,TIG017_471181,TIG017_471208,TIG017,471181,27,0,LG9
7,TIG017_471208,TIG017_570883,TIG017,471208,99675,7.954545457,LG9
0,TIG017_570883,TIG017_603034,TIG017,570883,32151,0,LG9
0,TIG017_603034,TIG017_606906,TIG017,603034,3872,0,LG9
0,TIG017_606906,TIG017_607068,TIG017,606906,162,0,LG9
0,TIG017_607068,TIG017_607864,TIG017,607068,796,0,LG9
0,TIG017_607864,TIG017_607976,TIG017,607864,112,0,LG9
0,TIG017_607976,TIG017_608004,TIG017,607976,28,0,LG9
0,TIG017_608004,TIG017_608028,TIG017,608004,24,0,LG9
0,TIG017_608028,TIG017_630494,TIG017,608028,22466,0,LG9
0,TIG017_630494,TIG017_637376,TIG017,630494,6882,0,LG9
0,TIG017_637376,TIG017_637466,TIG017,637376,90,0,LG9
0,TIG017_637466,TIG017_646606,TIG017,637466,9140,0,LG9
0,TIG017_646606,TIG017_646781,TIG017,646606,175,0,LG9
0,TIG017_646781,TIG017_648335,TIG017,646781,1554,0,LG9
0,TIG017_648335,TIG017_702200,TIG017,648335,53865,0,LG9
0,TIG017_702200,TIG017_702402,TIG017,702200,202,0,LG9
0,TIG120_22281,TIG120_22302,TIG120,22281,21,0,LG9
0,TIG120_22302,TIG120_22308,TIG120,22302,6,0,LG9
0,TIG120_22308,TIG120_22323,TIG120,22308,15,0,LG9
0,TIG120_22323,TIG120_22588,TIG120,22323,265,0,LG9
0,TIG120_22588,TIG120_22614,TIG120,22588,26,0,LG9
0,TIG120_22614,TIG120_22624,TIG120,22614,10,0,LG9
1,TIG120_22624,TIG120_101457,TIG120,22624,78833,1.13636363,LG9
0,TIG120_101457,TIG120_101538,TIG120,101457,81,0,LG9
0,TIG120_101538,TIG120_101576,TIG120,101538,38,0,LG9
0,TIG120_101576,TIG120_103228,TIG120,101576,1652,0,LG9
0,TIG120_103228,TIG120_103239,TIG120,103228,11,0,LG9
0,TIG120_103239,TIG120_103250,TIG120,103239,11,0,LG9
0,TIG120_103250,TIG120_103266,TIG120,103250,16,0,LG9
0,TIG120_103266,TIG120_103281,TIG120,103266,15,0,LG9
0,TIG120_103281,TIG120_103302,TIG120,103281,21,0,LG9
0,TIG120_103302,TIG120_103307,TIG120,103302,5,0,LG9
0,TIG120_103307,TIG120_103312,TIG120,103307,5,0,LG9
0,TIG120_103312,TIG120_109509,TIG120,103312,6197,0,LG9
0,TIG120_109509,TIG120_109531,TIG120,109509,22,0,LG9
0,TIG120_109531,TIG120_109590,TIG120,109531,59,0,LG9
0,TIG120_109590,TIG120_116980,TIG120,109590,7390,0,LG9
0,TIG120_116980,TIG120_117008,TIG120,116980,28,0,LG9
0,TIG120_117008,TIG120_117055,TIG120,117008,47,0,LG9
0,TIG120_117055,TIG120_125039,TIG120,117055,7984,0,LG9
0,TIG120_125039,TIG120_238540,TIG120,125039,113501,0,LG9
0,TIG120_238540,TIG120_238586,TIG120,238540,46,0,LG9
0,TIG120_238586,TIG120_238600,TIG120,238586,14,0,LG9
0,TIG120_238600,TIG120_238624,TIG120,238600,24,0,LG9
0,TIG120_238624,TIG120_238659,TIG120,238624,35,0,LG9
0,TIG120_238659,TIG120_238686,TIG120,238659,27,0,LG9
0,TIG120_238686,TIG120_285373,TIG120,238686,46687,0,LG9
0,TIG120_285373,TIG120_285904,TIG120,285373,531,0,LG9
0,TIG120_285904,TIG120_305442,TIG120,285904,19538,0,LG9
0,TIG120_305442,TIG120_307559,TIG120,305442,2117,0,LG9
7,TIG120_307559,TIG120_442570,TIG120,307559,135011,7.95454546,LG9
0,TIG120_442570,TIG120_446350,TIG120,442570,3780,0,LG9
0,TIG120_446350,TIG120_473319,TIG120,446350,26969,0,LG9
0,TIG120_473319,TIG120_473326,TIG120,473319,7,0,LG9
0,TIG120_473326,TIG120_473404,TIG120,473326,78,0,LG9
0,TIG120_473404,TIG120_473435,TIG120,473404,31,0,LG9
0,TIG120_473435,TIG120_473491,TIG120,473435,56,0,LG9
0,TIG120_473491,TIG120_473504,TIG120,473491,13,0,LG9
0,TIG120_473504,TIG120_473514,TIG120,473504,10,0,LG9
0,TIG120_473514,TIG120_473541,TIG120,473514,27,0,LG9
0,TIG120_473541,TIG120_475218,TIG120,473541,1677,0,LG9
0,TIG120_475218,TIG120_475225,TIG120,475218,7,0,LG9
0,TIG120_475225,TIG120_568798,TIG120,475225,93573,0,LG9
0,TIG120_568798,TIG120_568799,TIG120,568798,1,0,LG9
0,TIG120_568799,TIG120_574547,TIG120,568799,5748,0,LG9
0,TIG120_574547,TIG120_574567,TIG120,574547,20,0,LG9
0,TIG120_574567,TIG120_574615,TIG120,574567,48,0,LG9
0,TIG120_574615,TIG120_574751,TIG120,574615,136,0,LG9
8,TIG120_574751,TIG120_862678,TIG120,574751,287927,9.09090909,LG9
0,TIG120_862678,TIG120_994955,TIG120,862678,132277,0,LG9
0,TIG120_994955,TIG120_1065042,TIG120,994955,70087,0,LG9
0,TIG120_1065042,TIG120_1065056,TIG120,1065042,14,0,LG9
0,TIG120_1065056,TIG120_1065061,TIG120,1065056,5,0,LG9
0,TIG120_1065061,TIG120_1065091,TIG120,1065061,30,0,LG9
0,TIG120_1065091,TIG120_1065106,TIG120,1065091,15,0,LG9
0,TIG120_1065106,TIG120_1065115,TIG120,1065106,9,0,LG9
0,TIG120_1065115,TIG120_1065147,TIG120,1065115,32,0,LG9
0,TIG120_1065147,TIG120_1428876,TIG120,1065147,363729,0,LG9
0,TIG120_1428876,TIG120_1435445,TIG120,1428876,6569,0,LG9
0,TIG120_1435445,TIG120_1440488,TIG120,1435445,5043,0,LG9
0,TIG120_1440488,TIG120_1465046,TIG120,1440488,24558,0,LG9
0,TIG120_1465046,TIG120_1465104,TIG120,1465046,58,0,LG9
0,TIG120_1465104,TIG120_1520781,TIG120,1465104,55677,0,LG9
0,TIG120_1520781,TIG120_1526604,TIG120,1520781,5823,0,LG9
0,TIG120_1526604,TIG120_1526950,TIG120,1526604,346,0,LG9
0,TIG120_1526950,TIG120_1526989,TIG120,1526950,39,0,LG9
0,TIG120_1526989,TIG120_1527009,TIG120,1526989,20,0,LG9
0,TIG120_1527009,TIG120_1546495,TIG120,1527009,19486,0,LG9
0,TIG120_1546495,TIG120_1606179,TIG120,1546495,59684,0,LG9
0,TIG120_1606179,TIG120_1646678,TIG120,1606179,40499,0,LG9
7,TIG120_1646678,TIG120_1886174,TIG120,1646678,239496,7.95454545,LG9
0,TIG120_1886174,TIG120_1886198,TIG120,1886174,24,0,LG9
0,TIG120_1886198,TIG120_1902565,TIG120,1886198,16367,0,LG9
0,TIG120_1902565,TIG120_1902611,TIG120,1902565,46,0,LG9
16,TIG120_1902611,TIG120_2205495,TIG120,1902611,302884,18.18181819,LG9
0,TIG120_2205495,TIG120_2205529,TIG120,2205495,34,0,LG9
1,TIG120_2205529,TIG120_2322173,TIG120,2205529,116644,1.13636363,LG9
0,TIG120_2322173,TIG120_2322183,TIG120,2322173,10,0,LG9
5,TIG120_2322183,TIG120_2555071,TIG120,2322183,232888,5.68181818,LG9
0,TIG120_2555071,TIG120_2555135,TIG120,2555071,64,0,LG9
